1,1,5,0,520,600,,14,3.75,4,3,,,,2,,10,,,
52,1,2,,,,,,3.77,,4,3.67,,,0,,11,4,,
91,0,2,,,,,19,2.9,1,4,4,3.67,1.67,0,3,8,4,4,1
92,1,2,,550,680,,16,3.9,1,4,4,4,4,1,4,8,6,7,4
99,0,2,,460,760,,18,3.13,1,4,4,3.67,2.33,0,1.67,6,6,7,4
113,0,5,0,500,660,3.77,15,3.6,1,4,4,3.67,1.67,2,3.67,11,4,4,1
145,1,5,,,,,10,3.83,1,4,4,4,4,2,4,11,4,4,1
152,0,3,,420,390,,15,3.04,1,4,2.67,2,3,0,2.33,11,6,4,1
163,1,5,1,660,730,,15,3.53,2,4,3.33,3.67,,0,,8,4,4,
193,0,5,,480,510,2.31,20,2.56,1,1.67,3.67,3,4,1,2.33,8,4,4,1
245,0,5,,650,710,3.95,15,3.85,1,4,4,3.33,4,2,4,6,1,7,1
246,0,5,,560,800,3.53,16,3.7,1,4,4,4,3.33,2,2,1,1,7,1
271,0,5,1,520,580,3.39,,3.03,,3.67,4,3.33,2,2,2.33,6,1,4,5
304,0,5,,,,,10,2.75,1,3.67,3.67,3,1.67,0,1.67,4,1,7,1
335,0,5,0,610,620,3.1,19,2.69,1,4,2,2.67,2.67,0,1.33,1,4,4,5
370,0,5,,660,580,3.42,16,3.03,1,3.67,3,3.67,1.67,0,1.33,1,1,7,4
383,1,2,,800,700,3.86,15,3.49,3,4,3,4,,0,0,1,4,4,
397,1,2,,,,,10,3.14,1,4,3.67,3.67,2.33,0,2,1,4,4,4
430,1,2,,,,,10,2.99,1,4,3.67,3.67,2.33,0,1.67,1,4,4,4
477,0,4,0,,,,,2.57,,4,4,3.67,3.67,1,1,11,4,4,5
487,0,2,,380,610,4.11,22,2.58,1,3,2,3,2,0,0,1,4,4,5
497,0,5,,620,690,3.86,15,3.88,1,4,4,4,4,1,4,1,4,4,4
500,0,5,,720,730,3.68,15,3.51,1,4,3.33,3.67,3.67,1,2.67,1,4,4,5
502,0,4,0,400,660,,18,2.96,1,4,4,3.67,2.67,0,2.67,1,6,7,5
506,0,5,,600,780,3.92,18,3.79,1,4,3.67,4,4,1,3.67,1,4,4,4
543,1,5,,540,580,3.81,16,3.99,1,4,4,4,4,2,4,14,6,7,5
544,0,5,,530,640,3.43,16,3.09,1,3.33,1.67,3.33,3.67,1,0,1,6,7,5
559,1,5,,580,780,3.96,16,3.62,2,4,4,4,3,0,2.33,11,14,4,5
562,0,5,,,,,11,3.29,1,4,4,4,,1,3.33,14,4,7,
569,0,5,0,640,740,2.72,27,2.85,1,3.67,3.33,3.67,2,0,1.67,11,4,7,5
577,1,5,0,620,640,4.11,15,3.42,1,4,2.67,2.67,2.33,2,1,11,14,4,5
608,0,5,0,600,640,3.47,16,3.47,1,4,4,2.67,4,2,4,14,14,4,5
609,0,5,,600,590,2.95,15,3.14,1,4,3.67,3,2.33,1,2,11,14,4,5
616,0,5,1,500,620,3.77,15,3.17,1,4,4,3.33,3,2,2.67,14,4,4,5
630,0,3,,500,590,3.87,15,3.22,1,4,2.67,2,2.67,1,1.33,11,14,4,5
636,0,5,0,570,660,3.89,16,3.08,1,3.67,2.67,4,2.67,1,2.67,14,14,4,5
697,0,5,0,590,630,3.87,18,3.4,1,4,4,4,3.67,0,1.67,5,4,7,5
702,0,5,0,490,660,3.84,15,3.14,1,4,3,3.67,2.67,1,2,5,4,7,5
746,0,5,0,600,640,3.81,22,2.73,1,4,4,3.33,3.33,1,0,5,7,5,5
827,0,5,,560,570,,,3.23,,4,3,3.33,3,1,3.33,4,7,5,5
832,0,5,,580,670,3.56,20,3.23,1,4,3.67,4,4,2,2,6,6,5,5
924,0,5,1,490,650,2.94,18,2.71,1,4,3.33,2.33,1.67,1,1.33,5,7,5,5
927,0,2,,,,,14,3.73,1,4,2.67,3,4,2,3,5,6,5,5
982,0,5,,690,750,3.96,18,3.44,1,0,4,3.33,2,0,2.33,6,7,5,5
985,0,5,,570,560,3.3,19,2.77,1,3.67,3.67,3,1.67,0,2,4,7,4,5
1021,0,5,0,,,,14,2.87,1,3.33,3,2.67,2.67,1,0,4,7,5,5
1033,0,5,0,600,770,2.7,28,3.15,2,4,2.67,3.33,2.67,1,4,4,7,5,5
1039,0,5,0,680,680,4,15,3.96,1,4,4,4,4,2,4,6,7,5,5
1047,1,2,,540,780,3.98,15,3.55,1,4,2.67,3.67,3.67,1,3.67,6,7,5,5
1067,0,5,1,690,670,3.96,15,3.62,1,4,4,3.67,3.33,2,3,6,7,5,5
1109,0,5,1,690,710,3.57,36,2.57,1,4,3.67,4,4,1,3.33,12,5,7,5
1139,0,5,,540,540,2.6,18,3.29,4,4,3.67,3.67,3.33,1,0,4,7,5,5
1141,0,5,,690,630,,16,2.5,1,4,2.67,2.33,1,0,1,12,5,7,5
1238,0,5,0,500,610,3.3,18,2.57,1,3.67,2.67,3.67,1,1,0,6,5,7,5
1244,1,2,0,500,610,3.59,16,3.08,1,4,4,3,2,0,0,4,7,4,5
1252,0,5,,,,,15,2.83,1,1.67,1.67,2,2.33,1,0,4,7,4,5
1331,1,6,1,640,620,,20,3.93,1,4,4,4,4,2,2.67,5,5,4,5
1338,0,6,0,610,670,3.9,16,3.78,1,4,4,3.67,4,1,4,5,5,4,5
1340,0,2,0,490,610,3.71,20,2.61,1,2.33,2,3,1.33,0,1,6,5,7,5
1348,0,5,0,540,580,2.5,16,3.05,1,3,3.33,4,3,1,1,5,5,4,5
1349,0,5,0,640,750,3.66,16,3.72,3,3.67,4,4,,1,,6,5,7,
1363,0,2,1,420,680,3.24,16,3.4,1,2.67,2,3,2.67,2,3.67,5,5,4,5
1381,1,5,,740,610,3.5,,3.58,,4,3.33,2.33,,0,,5,5,4,
1390,0,9,0,610,690,3.43,16,3.7,1,4,4,4,3.33,1,3.33,4,5,7,5
1395,0,6,0,520,480,3.35,,2.87,,2.67,1,2,,0,,4,5,7,
1409,0,5,1,,,,,3,,4,,4,2,1,1.67,4,,7,5
1436,0,5,0,630,680,,30,3.8,1,4,4,4,4,2,4,4,5,7,5
1450,0,5,0,460,640,3.36,16,2.79,1,1,3.67,3.67,1.67,1,2.67,5,7,7,5
1467,0,5,,520,630,3.4,16,3.41,3,3.67,3.33,3,,2,,5,5,7,
1481,1,5,1,640,550,3.5,17,3.1,3,1,2,1.67,,0,,5,7,7,
1484,0,5,1,550,650,3,16,3.28,1,4,4,4,2.67,2,2,6,7,7,5
1492,1,5,0,550,590,2.77,17,3.1,1,4,3,3,2.67,1,2.67,4,5,7,5
1497,0,5,0,720,680,4,16,3.59,1,4,4,3.33,3,2,3.33,4,7,4,5
1500,0,5,1,590,670,4,,2.53,,4,1.33,1,2.33,0,0,5,5,4,5
1501,0,5,0,720,610,,,3.31,,3.67,4,3.33,2.67,1,2,5,7,4,5
1515,0,5,1,590,680,2.8,18,2.77,1,2.67,2,1.67,1.33,0,2,5,5,7,5
1520,0,2,,580,720,,16,3.37,1,2.67,2.33,3.33,4,0,3.33,4,5,7,5
1528,0,5,0,,,3.88,16,2.56,1,4,4,2,2,1,0,5,7,4,5
1529,0,5,,720,800,3.5,16,3.93,1,4,4,4,4,2,4,6,7,4,5
1530,1,0,0,640,660,,,2.92,,3.67,3,3,2,0,0,5,7,7,5
1537,1,5,0,,,,14,3.47,1,3.67,3.33,3,3.67,1,4,6,7,4,5
1551,0,5,,600,580,,,3.78,,4,3,2.67,,2,,6,5,7,
1553,0,5,0,570,610,,12,3.28,1,4,4,4,3.33,0,2.67,5,5,7,5
1556,0,5,,,,,44,3.18,1,4,3.33,3.33,3,1,1,5,5,7,5
1560,0,5,0,580,640,3,18,2.55,1,2.33,2,2.67,1.67,1,1.67,5,5,7,5
1588,0,5,,760,770,3.9,16,3.36,3,3,3.33,3.67,,0,,5,5,7,
1614,0,5,0,670,700,3.8,20,3.03,3,3.33,2.67,2.67,,0,1,5,5,7,
1617,0,5,1,650,670,4.04,16,3.44,1,3.67,2.67,3.33,3,1,3.33,6,5,7,5
1632,1,5,0,700,710,4,16,3.87,3,4,4,4,3.67,2,3,6,5,7,5
1641,0,5,0,700,760,3.7,16,3.79,1,4,4,4,4,1,3.33,6,5,7,5
1643,0,6,,550,590,2.9,19,3,1,4,4,2.67,3,0,1.67,5,5,7,5
1646,0,5,,,,3.9,18,3.26,1,3.33,2.33,3.33,2,0,1.67,5,5,5,5
1649,0,5,,680,660,3.57,16,3.33,1,3.67,3.67,4,3,1,3.33,4,5,7,5
1656,0,5,0,560,680,3.6,16,3.32,1,4,4,3.33,1.67,2,4,6,5,7,5
1667,0,5,1,560,740,3.31,16,3.3,1,4,4,3.67,2,0,2.67,5,5,7,5
1682,0,2,,760,750,4,16,3.84,1,4,4,4,4,1,3.67,9,5,7,5
1696,0,5,1,,,,12,3.5,1,4,3,3.67,3,2,2,4,5,7,5
1698,0,5,0,,,,12,2.94,1,4,3,2.33,2,1,3,4,5,7,5
1737,0,5,,520,640,2.6,22,2.81,1,3.33,3.33,3,2.33,2,2.33,5,5,5,5
1746,0,5,0,520,550,2.7,13,2.97,1,3.67,3.67,2.67,2.33,0,0,6,5,7,5
1750,0,5,,660,680,3.62,18,3.7,1,4,4,3,4,1,3,6,5,4,5
1757,0,5,,640,640,3.97,18,3.75,3,4,4,4,,2,,6,5,7,
1760,1,5,0,630,540,3.8,19,3.5,1,4,3.67,3,2.67,2,2,5,5,5,5
1766,0,5,1,540,620,3.4,,3.12,,3.33,3.67,3.33,3,1,0,6,3,7,5
1774,1,5,,610,680,,16,3.61,1,3.67,3,4,4,2,2.67,6,5,7,5
1779,0,5,0,620,660,3.51,15,3.48,1,3.67,3.33,3.67,3,2,2.67,4,5,5,5
1781,1,5,0,450,420,,,2.91,,4,3.67,3,2,0,0,6,5,7,2
1786,0,5,,,,3.3,,3.42,,4,3.67,3.67,,2,,6,5,7,
1796,0,5,0,670,700,3.7,15,3.73,4,4,3.33,3,3,2,3.67,6,5,4,5
1801,1,5,,540,650,3.3,,3.3,,4,2.67,3,3.67,2,1.67,6,4,5,5
1803,0,5,,500,740,3.1,14,3.44,1,4,4,3,3.33,1,2.33,5,4,5,5
1815,0,5,0,,,,10,3.04,1,4,4,3.33,2.33,1,1.67,4,5,7,5
1820,0,5,0,640,650,3.2,15,3.46,3,4,4,4,,0,,4,5,7,
1825,0,5,,650,710,3.71,15,3.34,1,4,4,4,3.33,0,1.67,4,5,5,5
1829,0,2,,600,710,3.4,15,3.67,1,4,2.67,4,4,2,3,5,5,5,5
1839,0,9,0,520,600,3.3,15,3.35,4,4,3.33,2.67,,0,,5,5,7,
1845,0,2,,570,780,3.7,15,3.74,1,4,4,4,3.67,2,3.33,6,5,7,5
1852,0,5,0,550,620,3.3,15,3.32,1,3.67,3,2.67,3,0,1.67,5,4,5,5
1854,0,5,0,660,710,2.7,,2.94,,4,4,4,3.33,2,0,6,4,4,5
1857,0,6,0,580,580,2,,2.85,,3,2.67,3.67,1.67,1,1.67,4,4,7,5
1862,0,6,0,,,2.8,,2.54,,2.33,3,1.67,1.67,0,1.33,6,5,5,5
1868,0,2,,,,,12,3.58,1,4,3.67,4,3.67,2,2.67,4,5,7,5
1886,1,5,,570,600,,12,2.83,1,4,2.67,2.33,2.33,1,2.67,5,5,7,5
1895,0,5,,570,670,,,3.51,,4,3.67,3.67,3.33,1,3,6,5,3,5
1954,1,5,,560,600,3.3,,2.64,,4,3.67,2.33,2,0,1,5,4,7,5
2000,0,9,0,620,640,3.4,,3.77,,4,4,4,3.67,2,,4,4,7,5
2005,0,5,,470,670,,,3.86,,4,4,4,3.67,2,3.33,6,5,3,5
2009,0,5,0,570,550,3.3,,3.2,,4,4,3.33,1.67,0,1.67,4,5,3,5
2012,1,5,0,670,610,3.7,,3.71,,4,4,4,3.33,1,2.33,5,5,4,5
2019,0,6,0,490,570,2.7,,2.73,,3.33,4,3,2.67,0,,5,5,4,5
2021,0,5,,520,570,3.6,,3.13,,3.67,1.67,2.33,3.67,1,2.33,5,4,4,5
2026,0,5,0,550,570,2.5,,3.19,,3.67,3.67,3.67,3,1,,5,4,4,5
2033,1,5,0,500,500,2.9,,2.82,,2,1,3,2.67,0,,4,4,3,5
2041,0,5,0,690,680,3.9,,2.73,,3.67,3.33,2.33,2.67,0,,4,5,4,5
2044,0,5,0,640,700,3.8,,3.4,,4,3.33,4,3.67,1,1.33,4,4,7,5
2053,0,2,,550,760,3.9,,3.92,,4,4,4,3.67,2,4,5,5,7,5
2056,0,6,1,500,500,2.65,,2.65,,3.33,3.67,2,2,1,1.67,5,5,4,5
2061,1,2,1,520,560,3.9,,3.27,,4,3.67,2.33,3,2,1,6,4,7,5
2062,0,2,,570,760,3.8,,3.6,,4,4,3.67,3.67,2,2.33,5,4,3,5
2068,0,2,1,,,,12,2.64,1,4,1.67,2.33,1.33,0,0,6,5,4,5
2079,0,5,,,,2.75,,2.71,,4,2,2.33,3,1,2,6,5,4,5
2147,0,5,,600,720,3.3,,3.24,,4,3.67,4,3.33,0,4,5,3,4,5
2162,1,2,0,550,600,3.1,,3.14,,3.67,3.33,2,,0,,9,5,3,
2168,0,5,0,610,590,3.7,,3.24,,4,4,2.33,3,1,,5,3,4,5
2210,1,5,0,630,630,3.9,,3.64,,3.67,4,4,3.33,1,,3,5,4,2
2236,1,5,0,,,3.9,,3.95,,4,3.67,3.67,4,0,,9,5,3,2
2245,0,5,0,,,3.3,,3.53,,3,4,3.33,4,1,,5,3,4,2
2248,0,2,,540,780,3.7,,3.46,,4,2.33,3,4,0,,6,5,3,2
2250,0,5,,730,790,3.9,,3.94,,4,4,4,4,1,,5,3,7,2
2256,0,2,,530,740,3.9,,3.81,,4,4,3.33,4,1,,5,3,4,5
2267,0,2,,590,580,2.92,,2.93,,2.67,3,2.67,2.67,1,,4,4,4,5
2270,0,2,,,,3.4,,3.73,,4,4,4,4,2,,3,5,3,2
2278,0,2,,570,720,3.3,,3.76,,4,4,3.67,4,1,,6,4,4,2
2285,0,2,,730,680,3.5,,3.4,,3.67,2.67,3,,0,,9,5,3,
2286,0,9,,660,660,,,3.36,,3.67,3.33,3.33,1.67,1,,6,3,7,5
2290,0,2,,710,720,3.6,,3.84,,4,4,3.67,3.67,1,,3,3,4,5
2408,0,2,,600,730,3.5,,3.85,,3.33,4,3.33,,2,,6,4,3,
2483,1,5,,,,,,3.49,,4,4,2.33,,0,,3,4,3,
2507,0,6,1,,,,,3.6,,4,3.67,2.33,,2,,5,4,3,
